"2022,8422.90.90.000P,""CALDERAS, MAQUINAS, APARATOS Y ARTEFACTOS MECANICOS"; PARTES DE ESTAS MAQUINAS O APARATOS, REACTORES NUCLEARES  MAQUINAS PARA LAVAR VAJILLA; MAQUINAS Y APARATOS PARA LIMPIAR O SECAR BOTELLAS O DEMAS RECIPIENTES; MAQUINAS Y APARATOS PARA LLENAR, CERRAR, TAPAR, TAPONAR O ETIQUETAR BOTELLAS, BOTES O LATAS, CAJAS, SACOS (BOLSAS) O DEMAS CONTINENTES; MAQUINAS Y APARATOS PARA CAPSULAR BOTELLAS, TARROS, TUBOS Y CONTINENTES ANALOGOS; LAS DEMAS MAQUINAS Y APARATOS PARA EMPAQUETAR O ENVOLVER MERCANCIAS (INCLUIDAS LAS DE ENVOLVER CON PELICULA TERMORRETRACTIL);" MAQUINAS Y APARATOS PARA GASEAR BEBIDAS.    -Partes.       Las demÃ‚Â¿s.""";;;;;;;;;;;;;;;;;;;;
"2022,9032.90.91.000A,""CAPITULO 90  INSTRUMENTOS Y APARATOS DE OPTICA, DEFOTOGRAFIA O DE CINEMATOGRAFIA, DE MEDIDA, DE  CONTROL O DE PRECISION"; INSTRUMENTOS Y APARATOS MEDICOQUIRURGICOS;" PARTES Y ACCESORIOS DE ESTOSINSTRUMENTOS O APARATOS  INSTRUMENTOS Y APARATOS PARA LA REGULACION O ELCONTROL, AUTOMATICOS.    -Partes y accesorios.    Los demÃ‚Â¿s.     De termostatos      De termostÃ‚Â¿tos.""";;;;;;;;;;;;;;;;;;;;;;;;
"2022,8443.99.39.000R,""CALDERAS, MAQUINAS, APARATOS Y ARTEFACTOS MECANICOS"; PARTES DE ESTAS MAQUINAS O APARATOS, REACTORES NUCLEARES  MÃ‚Â¿QUINAS Y APARATOS PARA IMPRIMIR MEDIANTE PLANCHAS, CILINDROS Y DEMÃ‚Â¿S ELEMENTOS IMPRESORES DE LA PARTIDA 84.42; LAS DEMÃ‚Â¿S MÃ‚Â¿QUINAS IMPRESORAS, COPIADORAS Y DE FAX, INCLUSO COMBINADAS ENTRE SÃ‚Â¿;" PARTES Y ACCESORIOS. - Partes y accesorios:  - Partes y accesorios: - - Los demÃ‚Â¿s Mecanismos de impresiÃ‚Â¿n lÃ‚Â¿ser, LED (Diodos Emisores de Luz) o LCS (Sistema de Cristal LÃ‚Â¿quido), sus partes y accesorios               Las demÃ‚Â¿s""";;;;;;;;;;;;;;;;;;;;;;;
"2022,2101.11.10.000D,""CAPITULO 21PREPARACIONES ALIMENTICIAS DIVERSAS  EXTRACTOS, ESCENCIAS Y CONCENTRADOS DE CAFE, TEO YERBA MATE Y PREPARACIONES A BASE DE ESTOSPRODUCTOS O A BASE DE CAFE, TE O YERBA MATE";"ACHICORIA TOSTADA Y DEMAS SUCEDANEOS DEL CAFETOSTADOS Y SUS EXTRACTOS, ESCENCIAS YCONCENTRADOS. -Extractos, esencias y concentrados de cafÃ‚Â¿ y preparaciones a base de estos extractos, esencias o concentrados o a base de cafÃ‚Â¿:  -Extractos, esencias y concentrados de cafÃ‚Â¿ y preparaciones a base de estos extractos, esencias o concentrados o a base de cafÃ‚Â¿: --Extractos, esencias y concentrados.       CafÃ‚Â¿ soluble, incluso descafeinado.""";;;;;;;;;;;;;;;;;;;;;;;;;
"2022,8418.40.00.000W,""CALDERAS, MAQUINAS, APARATOS Y ARTEFACTOS MECANICOS"; PARTES DE ESTAS MAQUINAS O APARATOS, REACTORES NUCLEARES  REFRIGERADORES, CONGELADORES Y DEMAS MATERIAL, MAQUINAS Y APARATOS PARA LA PRODUCCION DE FRIO, AUNQUE NO SEAN ELECTRICOS;" BOMBAS DE CALOR, EXCEPTO LAS MAQUINAS Y APARATOS PARA ELACONDICIONAMIENTO DE AIRE DE LA PARTIDA NRO. 84.15.      -Congeladores verticales del tipo armario, decapacidad inferior o igual a 900 l.  -Congeladores verticales del tipo armario, de capacidad inferior o igual a 900 l.""";;;;;;;;;;;;;;;;;;;;;;;;
"2022,3305.10.00.000C,""CAPITULO 33ACEITES ESENCIALES Y RESINOIDES";" PEPARACIONES DE  PERFUMERIA, DE TOCADOR O DE COSMETICA  PREPARACIONES CAPILARES.        -ChampÃ‚Â¿es""";;;;;;;;;;;;;;;;;;;;;;;;;
"2022,8305.90.00.000J,""CAPITULO 83 MANUFACTURAS DIVERSAS DE METALES COMUNES.  MECANISMOS PARA ENCUADERNACION DE HOJASINTERCAMBIABLES O PARA CLASIFICADORES, SUJETADORES, CANTONERAS, CLIPS, INDICES DE SEÃ‚Â¿AL Y ARTICULOS SIMILARES PARA OFICINA, DE METAL COMUN";" GRAPAS EN TIRAS (POR EJEMPLO: PARA OFICINA, TAPICERIA, O ENVASE), DE METAL COMUN.        -Los demÃ‚Â¿s, incluidas las partes.""";;;;;;;;;;;;;;;;;;;;;;;;;
"2022,8482.91.30.000R,""CALDERAS, MAQUINAS, APARATOS Y ARTEFACTOS MECANICOS";" PARTES DE ESTAS MAQUINAS O APARATOS, REACTORES NUCLEARES  RODAMIENTOS DE BOLAS, DE RODILLOS O DE AGUJAS. -Partes  -Partes --Bolas, rodillos y agujas.       Rodillos cÃ‚Â¿nicos.""";;;;;;;;;;;;;;;;;;;;;;;;;
"2022,8483.60.11.000U,""CALDERAS, MAQUINAS, APARATOS Y ARTEFACTOS MECANICOS"; PARTES DE ESTAS MAQUINAS O APARATOS, REACTORES NUCLEARES  ARBOLES DE TRANSMISION (INCLUIDOS LOS DE LEVAS YLOS CIGUEÃ‚Â¿ALES) Y MANIVELAS; CAJAS DE COJINETES YCOJINETES; ENGRANAJES Y RUEDAS DE FRICCION;HUSILLOS FILETEADOS DE BOLAS O RODILLOS; REDUCTORES, MULTIPLICADORES Y VARIADORES DE VELOCIDAD, INCLUIDOS LOS CONVERTIDORES DE PAR;VOLANTES Y POLEAS, INCLUIDOS LOS MOTONES;" EMBRAGUES Y ORGANOS DE ACOPLAMIENTO, INCLUIDASLAS JUNTAS DE ARTICULACION.    -Embragues y Ã‚Â¿rganos de acoplamiento incluidas las juntas de articulaciÃ‚Â¿n.    Embragues.       De fricciÃ‚Â¿n.""";;;;;;;;;;;;;;;;;;;
"2022,8482.99.10.000T,""CALDERAS, MAQUINAS, APARATOS Y ARTEFACTOS MECANICOS";" PARTES DE ESTAS MAQUINAS O APARATOS, REACTORES NUCLEARES  RODAMIENTOS DE BOLAS, DE RODILLOS O DE AGUJAS. -Partes  -Partes --Las demÃ‚Â¿s       Sellos, tapas y jaulas de acero""";;;;;;;;;;;;;;;;;;;;;;;;;
"2022,8429.59.00.000G,""CALDERAS, MAQUINAS, APARATOS Y ARTEFACTOS MECANICOS";" PARTES DE ESTAS MAQUINAS O APARATOS, REACTORES NUCLEARES  TOPADORAS FRONTALES (""""BULLDOZERS""""), TOPADORAS ANGULARES (""""ANGLEDOZERS""""), NIVELADORAS, TRAILLAS(""""SCRAPERS""""), PALAS MECANICAS, EXCAVADORAS, CARGADORAS, PALAS CARGADORAS, COMPACTADORAS YAPISONADORAS(APLANADORAS), AUTOPROPULSADAS -Palas mecÃ‚Â¿nicas, excavadoras, cargadoras y palas cargadoras  -Palas mecÃ‚Â¿nicas, excavadoras, cargadoras y palas cargadoras     --Las demÃ‚Â¿s.""";;;;;;;;;;;;;;;;;;;;;;;;;
"2022,4805.19.00.000B,""CAPITULO 48 PAPEL Y CARTON";" MANUFACTURAS DE PASTA DECELULOSA, DE PAPEL O DE CARTON  LOS DEMAS PAPELES Y CARTONES, SIN ESTUCAR NI RECUBRIR, EN BOBINAS (ROLLOS) O EN HOJAS. QUE NO HAYAN SIDO SOMETIDOS A TRABAJOS COMPLEMENTARIOS O TRATAMIENTOS DISTINTOS DE LOS ESPECIFICADOS EN LA NOTA 3 DE ESTE CAPITULO. -Papel para acanalar  -Papel para acanalar     --Los demÃ‚Â¿s""";;;;;;;;;;;;;;;;;;;;;;;;;
"2022,9615.19.00.000C,""CAPITULO 96 MANUFACTURAS DIVERSAS  PEINES, PEINETAS, PASADORES Y ARTICULOS SIMILARES"; HORQUILLAS;" RIZADORES, BIGUDIESY ARTICULOS SIMILARES PARA EL PEINADO, EXCEPTOLOS DE LA PARTIDA 85.16, Y SUS PARTES. -Peines, peinetas, pasadores y artÃ‚Â¿culos similares:  -Peines, peinetas, pasadores y artÃ‚Â¿culos similares:     --Los demÃ‚Â¿s.""";;;;;;;;;;;;;;;;;;;;;;;;
"2022,5806.39.00.000G,""CAPIULO 58TEJIDOS ESPECIALES"; SUPERFICIES TEXTILES CON PELOINSERTADO; ENCAJES; TAPICERIA; PASAMANERIA;BORDADOS.  CINTAS, EXCEPTO LOS ARTICULOS DE LA PARTIDA 5807;" CINTAS SIN TRAMA, DE HILADOS O FIBRAS PARALELIZADOS Y AGLUTINADOS. -Las demÃ‚Â¿s cintas  -Las demÃ‚Â¿s cintas     --De las demÃ‚Â¿s materias textiles.""";;;;;;;;;;;;;;;;;;;;
"2022,7315.11.00.000V,""CAPITULO 73 MANUFACTURAS DE FUNDICION, DE HIERRO O DE  ACERO.  CADENAS Y SUS PARTES, DE FUNDICION, HIERRO O ACERO. -Cadenas de eslabones articulados y sus partes:  -Cadenas de eslabones articulados y sus partes:     --Cadenas de rodillos.""";;;;;;;;;;;;;;;;;;;;;;;;;;
"2022,8413.50.90.000F,""CALDERAS, MAQUINAS, APARATOS Y ARTEFACTOS MECANICOS"; PARTES DE ESTAS MAQUINAS O APARATOS, REACTORES NUCLEARES  BOMBAS PARA LIQUIDOS, INCLUSO CON DISPOSITIVOMEDIDOR INCORPORADO;"ELEVADORES DE LIQUIDOS.    -Las demÃ‚Â¿s bombas volumÃ‚Â¿tricas alternativas.       Las demÃ‚Â¿s.""";;;;;;;;;;;;;;;;;;;;;;;;
"2022,8413.70.10.000F,""CALDERAS, MAQUINAS, APARATOS Y ARTEFACTOS MECANICOS"; PARTES DE ESTAS MAQUINAS O APARATOS, REACTORES NUCLEARES  BOMBAS PARA LIQUIDOS, INCLUSO CON DISPOSITIVOMEDIDOR INCORPORADO;"ELEVADORES DE LIQUIDOS.    -Las demÃ‚Â¿s bombas centrÃ‚Â¿fugas.       Electrobombas sumergibles.""";;;;;;;;;;;;;;;;;;;;;;;;
"2022,9405.40.10.000N,""CAPITULO 94MUEBLES"; MOBILIARIO MEDICOQUIRURGICO; ARTICULOS  DE CAMA Y SIMILARES; APARATOS DE ALUMBRADO NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE;  ANUNCIOS LUMINOSOS, LETREROS LUMINOSOS, PLACASINDICADORAS LUMINOSAS Y ARTICULOS SIMILARES; CONSTRUCCIONES PREFABRICADAS  Luminarias y aparatos de alumbrado (incluidos los proyectores) y sus partes, no expresados ni comprendidos en otra parte;" anuncios, letreros y placas indicadoras, luminosos y artÃ‚Â¿culos similares, con fuente de luz inseparable, y sus partes no expresadas ni comprendidas en otra parte. - Las demÃ‚Â¿s luminarias y aparatos de alumbrado, elÃ‚Â¿ctricos:  - Las demÃ‚Â¿s luminarias y aparatos de alumbrado, elÃ‚Â¿ctricos: -Los demÃ‚Â¿s aparatos elÃ‚Â¿ctricos de alumbrado.       De metal comÃ‚Â¿n.""";;;;;;;;;;;;;;;;;;;;
"2022,8301.50.00.000D,""CAPITULO 83 MANUFACTURAS DIVERSAS DE METALES COMUNES.  CANDADOS, CERRADURAS Y CERROJOS (DE LLAVE, COMBINACION O ELECTRICOS), DE METAL COMUN";CIERRES Y MONTURAS CIERRE, CON CERRADURA INCORPORADA, DE METAL COMUN;" LLAVES DE METAL COMUN PARA ESTOS ARTICULOS.        -Cierres y monturas cierre con cerradura incorporada.""";;;;;;;;;;;;;;;;;;;;;;;;
2022,6006.21.00.000D,CAPITULO 60  GENEROS DE PUNTO  LOS DEMÃ‚Â¿S TEJIDOS DE PUNTO. -De algodÃ‚Â¿n:  -De algodÃ‚Â¿n:     -- Crudos o blanqueados;;;;;;;;;;;;;;;;;;;;;;;;;;
"2022,6804.22.90.000U,""CAPITULO 68  MANUFACTURAS DE PIEDRA, YESO, CEMENTO, AMIANTO,  MICA O MATERIAS ANALOGAS.  MUELAS Y ARTICULOS SIMILARES, SIN BASTIDOR, DE MOLER, DESFIBRAR, TRITURAR, AFILAR,PULIR, RECTIFICAR, CORTAR O TROCEAR, PIEDRASDE AFILAR O PULIR A MANO, Y SUS PARTES, DE PIEDRANATURAL, DE ABRASIVOS NATURALES O ARTIFICIALES AGLOMERADOS O DE CERAMICA, INCLUSO CON PARTES DEOTRAS MATERIAS. -Las demÃ‚Â¿s muelas y artÃ‚Â¿culos similares:  -Las demÃ‚Â¿s muelas y artÃ‚Â¿culos similares: --De los demÃ‚Â¿s abrasivos aglomerados o de   cerÃ‚Â¿mica       Los demÃ‚Â¿s.""";;;;;;;;;;;;;;;;;;;;;;;;;;
"2022,9026.90.10.000T,""CAPITULO 90  INSTRUMENTOS Y APARATOS DE OPTICA, DEFOTOGRAFIA O DE CINEMATOGRAFIA, DE MEDIDA, DE  CONTROL O DE PRECISION"; INSTRUMENTOS Y APARATOS MEDICOQUIRURGICOS;" PARTES Y ACCESORIOS DE ESTOSINSTRUMENTOS O APARATOS  INSTRUMENTOS Y APARATOS PARA LA MEDIDA O CONTROL DEL CAUDAL, NIVEL, PRESION U OTRAS CARACTERISTICAS VARIABLES DE LIQUIDOS O GASES (POR EJEMPLO: CAUDALIMETROS, INDICADORES DE NIVEL, MANOMETROS, CONTADORES DE CALOR), EXCEPTO LOS INSTRUMENTOS Y APARATOS DE LAS PARTIDAS 90.14, 90.15, 90.28 O 90.32.    -Partes y accesorios.       De instrumentos y aparatos para medida o control de nivel.""";;;;;;;;;;;;;;;;;;;;;;;;
"2022,7321.89.00.000L,""CAPITULO 73 MANUFACTURAS DE FUNDICION, DE HIERRO O DE  ACERO.  ESTUFAS, CALDERAS CON HOGAR, COCINAS (INCLUIDAS LAS QUE PUEDAN UTILIZARSE ACCESORIAMENTE PARA CALEFACCIÃ‚Â¿N CENTRAL), BARBACOAS (PARRILLAS)*, BRASEROS, HORNILLOS DE GAS, CALIENTAPLATOS Y APARATOS  NO ELÃ‚Â¿CTRICOS SIMILARES, DE USO DOMÃ‚Â¿STICO, Y SUS PARTES, DE FUNDICIÃ‚Â¿N, HIERRO O ACERO. -Los demÃ‚Â¿s aparatos  -Los demÃ‚Â¿s aparatos      - - Los demÃ‚Â¿s, incluÃ‚Â¿dos los aparatos de combustibles sÃ‚Â¿lidos""";;;;;;;;;;;;;;;;;;;;;;;;;;
"2022,8423.30.19.000N,""CALDERAS, MAQUINAS, APARATOS Y ARTEFACTOS MECANICOS"; PARTES DE ESTAS MAQUINAS O APARATOS, REACTORES NUCLEARES  APARATOS E INSTRUMENTOS DE PESAR, INCLUIDAS LAS BASCULAS O BALANZAS PARA COMPROBAR O CONTAR PIEZAS FABRICADAS, EXCEPTO LAS BALANZAS SENSIBLES A UN PESO INFERIOR O IGUAL A 5 cg.;" PESAS PARA TODA CLASE DE BASCULAS O BALANZAS.    -BÃ‚Â¿sculas y balanzas para pesada constante, incluidas las de descargar pesos determinados en sacos (bolsas) u otros recipientes, asÃ‚Â¿ como las dosificadoras de tolva    Dosificadoras.       Las demÃ‚Â¿s.""";;;;;;;;;;;;;;;;;;;;;;;;
"2022,7219.21.00.000B,""Capitulos 72 METALES COMUNES Y MANUFACTURAS DE ESTOS METALES.  PRODUCTOS LAMINADOS PLANOS DE ACERO  INOXIDABLE, DE ANCHURA SUPERIOR O IGUALA 600 mm.. -Simplemente laminados en caliente, sin enrollar:  -Simplemente laminados en caliente, sin enrollar:     --De espesor superior a 10 mm.""";;;;;;;;;;;;;;;;;;;;;;;;;;
"2022,8432.29.00.000F,""CALDERAS, MAQUINAS, APARATOS Y ARTEFACTOS MECANICOS"; PARTES DE ESTAS MAQUINAS O APARATOS, REACTORES NUCLEARES  MAQUINAS, APARATOS Y ARTEFACTOS AGRICOLAS, HORTICOLAS O SILVICOLAS, PARA LA PREPARACION OEL TRABAJO DEL SUELO O PARA EL CULTIVO;" RODILLO PARA CESPED O TERRENOS DE DEPORTE. -Gradas (rastras), escarificadores, cultivadores, extirpadores, azadas rotativas(rotocultores), escardadoras y binadoras:  -Gradas (rastras), escarificadores, cultivadores, extirpadores, azadas rotativas(rotocultores), escardadoras y binadoras:     --Los demÃ‚Â¿s.""";;;;;;;;;;;;;;;;;;;;;;;;
"2022,8407.90.00.000C,""CALDERAS, MAQUINAS, APARATOS Y ARTEFACTOS MECANICOS";" PARTES DE ESTAS MAQUINAS O APARATOS, REACTORES NUCLEARES  MOTORES DE EMBOLO (PISTON) ALTERNATIVO Y MOTORESROTATIVOS, DE ENCENDIDO POR CHISPA (MOTORES DEEXPLOSION).        -Los demÃ‚Â¿s motores""";;;;;;;;;;;;;;;;;;;;;;;;;
"2022,7210.70.10.000D,""Capitulos 72 METALES COMUNES Y MANUFACTURAS DE ESTOS METALES.  PRODUCTOS LAMINADOS PLANOS DE HIERRO O DE ACERO SIN ALEAR, DE ANCHURA SUPERIOR O IGUAL A 600 mm., CHAPADOS O REVESTIDOS.    -Pintados, barnizados o revestidos de plÃ‚Â¿stico.       Pintados o barnizados.""";;;;;;;;;;;;;;;;;;;;;;;;;;
"2022,8529.10.19.000C,""CAPITULO 85  MAQUINAS, APARATOS Y MATERIAL ELECTRICO Y SUS PARTES"; APARATOS DE GRABACION O DE REPRODUCCION  DEL SONIDO, APARATOS DE GRABACION O DE REPRODUCCION DE IMAGENES Y DE SONIDOS DE TELEVISION, Y LAS PARTES Y ACCESORIOS DE ESTOSAPARATOS.  PARTES IDENTIFICABLES COMO DESTINADAS, EXCLUSIVAO PRINCIPALMENTE, A LOS APARATOS DE LAS PARTIDAS85.25 A 85.28.    - Antenas y reflectores de antena de cualquier tipo;" partes identificables para ser utilizadas con dichos artÃ‚Â¿culos       Antenas     Los demas      Las demÃ‚Â¿s.""";;;;;;;;;;;;;;;;;;;;;;;;
"2022,9018.20.90.000N,""CAPITULO 90  INSTRUMENTOS Y APARATOS DE OPTICA, DEFOTOGRAFIA O DE CINEMATOGRAFIA, DE MEDIDA, DE  CONTROL O DE PRECISION"; INSTRUMENTOS Y APARATOS MEDICOQUIRURGICOS;" PARTES Y ACCESORIOS DE ESTOSINSTRUMENTOS O APARATOS  INSTRUMENTOS Y APARATOS DE MEDICINA, CIRUGIA, ODONTOLOGIA O VETERINARIA, INCLUIDOS LOSDE CENTELLOGRAFIA Y DEMAS APARATOS ELECTROMEDICOS, ASI COMO LOS APARATOS PARA PRUEBAS VISUALES.    -Aparatos de rayos ultravioletas o infrarrojos       Los demas""";;;;;;;;;;;;;;;;;;;;;;;;
"2022,7306.90.10.000D,""CAPITULO 73 MANUFACTURAS DE FUNDICION, DE HIERRO O DE  ACERO.  LOS DEMAS TUBOS Y PERFILES HUECOS (POR EJEMPLO: SOLDADOS, REMACHADOS, GRAPADOS O CON LOS BORDES SIMPLEMENTE APROXIMADOS), DE HIERRO O DE ACERO.    -Los demÃ‚Â¿s.       De hierro o aceros sin alear.""";;;;;;;;;;;;;;;;;;;;;;;;;;
"2022,9029.90.10.000Y,""CAPITULO 90  INSTRUMENTOS Y APARATOS DE OPTICA, DEFOTOGRAFIA O DE CINEMATOGRAFIA, DE MEDIDA, DE  CONTROL O DE PRECISION"; INSTRUMENTOS Y APARATOS MEDICOQUIRURGICOS; PARTES Y ACCESORIOS DE ESTOSINSTRUMENTOS O APARATOS  LOS DEMAS CONTADORES (POR EJEMPLO: CUENTARREVOLUCIONES, CONTADORES DE PRODUCCION,TAXIMETROS, CUENTAKILOMETROS, PODOMETROS);VELOCIMETROS Y TACOMETROS, EXCEPTO LOS DE LAS PARTIDAS 90.14 O 90.15;" ESTROBOSCOPIOS.    -Partes y accesorios.       De velocÃ‚Â¿metros y tacÃ‚Â¿metros.""";;;;;;;;;;;;;;;;;;;;;;
"2022,8505.90.80.000A,""CAPITULO 85  MAQUINAS, APARATOS Y MATERIAL ELECTRICO Y SUS PARTES"; APARATOS DE GRABACION O DE REPRODUCCION  DEL SONIDO, APARATOS DE GRABACION O DE REPRODUCCION DE IMAGENES Y DE SONIDOS DE TELEVISION, Y LAS PARTES Y ACCESORIOS DE ESTOSAPARATOS.  ELECTROIMANES, IMANES PERMANENTES Y ARTICULOS DESTINADOS A SER IMANTADOS PERMANENTEMENTE;PLATOS, MANDRILES Y DISPOSITIVOS MAGNETICOS O ELECTROMAGNETICOS SIMILARES, DE SUJECION; ACOPLAMIENTOS, EMBRAGUES, VARIADORES DE VELOCIDADY FRENOS, ELECTROMAGNETICOS;" CABEZAS ELEVADORASELECTROMAGNETICAS.    -Los demÃ‚Â¿s, incluidas las partes.       Los demas""";;;;;;;;;;;;;;;;;;;;;;
"2022,8526.10.00.000U,""CAPITULO 85  MAQUINAS, APARATOS Y MATERIAL ELECTRICO Y SUS PARTES";" APARATOS DE GRABACION O DE REPRODUCCION  DEL SONIDO, APARATOS DE GRABACION O DE REPRODUCCION DE IMAGENES Y DE SONIDOS DE TELEVISION, Y LAS PARTES Y ACCESORIOS DE ESTOSAPARATOS.  APARATOS DE RADAR, DE RADIONAVEGACION ODE RADIOTELEMANDO.      -Aparatos de radar  -Aparatos de radar.""";;;;;;;;;;;;;;;;;;;;;;;;;
"2022,2827.20.90.000G,""CAPITULO 28 PRODUCTOS QUIMICOS INORGANICOS";COMPUESTOS  INORGANICOS U ORGANICOS DE METALES PRECIOSOS,DE ELEMENTOS RADIACTIVOS, DE METALES DE LAS  TIERRAS RARAS O DE ISOTOPOS  CLORUROS, OXICLORUROS E HIDROXICLORUROS;BROMUROS Y OXIBROMUROS;" YODUROS Y OXIYODUROS.    -Cloruro de calcio.       Los demÃ‚Â¿s""";;;;;;;;;;;;;;;;;;;;;;;
"2022,9617.00.20.000M,""CAPITULO 96 MANUFACTURAS DIVERSAS      TERMOS Y DEMAS RECIPIENTES ISOTERMICOS, MONTADOSY AISLADOS POR VACIO, ASI COMO SUS PARTES(EXCEPTO LAS AMPOLLAS DE VIDRIO)       Partes.""";;;;;;;;;;;;;;;;;;;;;;;;;;
"2022,8429.51.19.000P,""CALDERAS, MAQUINAS, APARATOS Y ARTEFACTOS MECANICOS";" PARTES DE ESTAS MAQUINAS O APARATOS, REACTORES NUCLEARES  TOPADORAS FRONTALES (""""BULLDOZERS""""), TOPADORAS ANGULARES (""""ANGLEDOZERS""""), NIVELADORAS, TRAILLAS(""""SCRAPERS""""), PALAS MECANICAS, EXCAVADORAS, CARGADORAS, PALAS CARGADORAS, COMPACTADORAS YAPISONADORAS(APLANADORAS), AUTOPROPULSADAS -Palas mecÃ‚Â¿nicas, excavadoras, cargadoras y palas cargadoras  -Palas mecÃ‚Â¿nicas, excavadoras, cargadoras y palas cargadoras --Cargadoras y palas cargadoras de carga frontal.    Cargadoras transportadoras.       Las demÃ‚Â¿s.""";;;;;;;;;;;;;;;;;;;;;;;;;
"2022,9402.10.00.000F,""CAPITULO 94MUEBLES"; MOBILIARIO MEDICOQUIRURGICO; ARTICULOS  DE CAMA Y SIMILARES; APARATOS DE ALUMBRADO NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE;  ANUNCIOS LUMINOSOS, LETREROS LUMINOSOS, PLACASINDICADORAS LUMINOSAS Y ARTICULOS SIMILARES; CONSTRUCCIONES PREFABRICADAS  MOBILIARIO PARA MEDICINA, CIRUGIA, ODONTOLOGIA, O VETERINARIA (POR EJEMPLO: MESAS DE OPERACIONES O DE RECONOCIMIENTO, CAMAS CON MECANISMO PARA USO CLINICO, SILLONES DE DENTISTA); SILLONES PARA PELUQUERIA Y SILLONES SIMILARES, CON DISPOSITIVOS DE ORIENTACION Y ELEVACION;" PARTES PARA ESTOS ARTICULOS.        -Sillones de dentista, para peluqueria y sillones similares, y sus partes.""";;;;;;;;;;;;;;;;;;;
"2022,5407.10.19.000R,""CAPITULO 54 FILAMENTOS SINTETICOS O ARTIFICIALES  TEJIDOS DE HILADOS DE FILAMENTOS SINTETICOS,INCLUIDOS LOS TEJIDOS FABRICADOS CON LOSPRODUCTOS DE LA PARTIDA 54.04.    -Tejidos fabricados con hilados de alta tenacidad de nailon o demÃ‚Â¿s poliamidas o de poliÃ‚Â¿steres    Sin hilos de caucho.       Los demas""";;;;;;;;;;;;;;;;;;;;;;;;;;
"2022,6403.40.00.000Q,""CAPITULO 64 CALZADO, POLAINAS, Y ARTICULOS ANALOGOS";"  PARTES DE ESTOS ARTICULOS.  CALZADO CON SUELA DE CAUCHO, PLASTICO, CUERO NATURAL O REGENERADO Y PARTE SUPERIOR DE CUERO NATURAL.        -Los demÃ‚Â¿s calzado,con puntera metÃ‚Â¿lica de  protecciÃ‚Â¿n.""";;;;;;;;;;;;;;;;;;;;;;;;;
"2022,8429.52.19.000B,""CALDERAS, MAQUINAS, APARATOS Y ARTEFACTOS MECANICOS";" PARTES DE ESTAS MAQUINAS O APARATOS, REACTORES NUCLEARES  TOPADORAS FRONTALES (""""BULLDOZERS""""), TOPADORAS ANGULARES (""""ANGLEDOZERS""""), NIVELADORAS, TRAILLAS(""""SCRAPERS""""), PALAS MECANICAS, EXCAVADORAS, CARGADORAS, PALAS CARGADORAS, COMPACTADORAS YAPISONADORAS(APLANADORAS), AUTOPROPULSADAS -Palas mecÃ‚Â¿nicas, excavadoras, cargadoras y palas cargadoras  -Palas mecÃ‚Â¿nicas, excavadoras, cargadoras y palas cargadoras --MÃ‚Â¿quinas cuya superestructura pueda girar 360  grados.    Excavadoras       Las demÃ‚Â¿s""";;;;;;;;;;;;;;;;;;;;;;;;;
"2022,4818.20.00.000J,""CAPITULO 48 PAPEL Y CARTON"; MANUFACTURAS DE PASTA DECELULOSA, DE PAPEL O DE CARTON  PAPEL DE LOS TIPOS UTILIZADOS PARA PAPEL HIGIENICO Y PAPELES SIMILARES.GUATA DE CELULOSA DE FIBRAS DE CELULOSA, DE LOS TIPOS UTILIZADOS PARA FINES DOMESTICOS O SANITARIOS, EN BOBINAS (ROLLOS)DE UNA ANCHURA INFERIOR O IGUAL A 36 cm O CORTADOS EN FORMATO;" PAÃ‚Â¿UELOS, TOALLITAS DE DESMAQUILLAR, TOALLAS, MANTELES, SERVILLETAS, PAÃ‚Â¿ALES PARA BEBES, COMPRESAS Y TAMPONES HIGIENICOS, SABANAS Y ARTICULOS SIMILARES PARA USO DOMESTICO, DE TOCADOR, HIGIENICO O DE HOSPITAL, PRENDAS Y COMPLEMENTOS (ACCESORIOS), DE VESTIR DE PASTA DE PAPEL, PAPEL, GUATA DE CELULOSA O NAPA DE FIBRAS DE CELULOSA.        -PaÃ‚Â¿uelos, toallitas para desmaquillar y toallas""";;;;;;;;;;;;;;;;;;;;;;;;
"2022,6809.90.00.000Y,""CAPITULO 68  MANUFACTURAS DE PIEDRA, YESO, CEMENTO, AMIANTO,  MICA O MATERIAS ANALOGAS.  MANUFACTURAS DE YESO FRAGUABLE O DE PREPARACIONES A BASE DE YESO FRAGUABLE.        -Las demÃ‚Â¿s manufacturas.""";;;;;;;;;;;;;;;;;;;;;;;;;;
"2022,8716.31.00.000B,""CAPITULO 87 VEHICULOS AUTOMOVILES, TRACTORES, CICLOS Y DEMAS  VEHICULOS TERRESTRES, SUS PARTES Y ACCESORIOS  REMOLQUES Y SEMIRREMOLQUES PARA CUALQUIER VEHICULO"; LOS DEMAS VEHICULOS NO AUTOMOVILES;"SUS PARTES. -Los demÃ‚Â¿s remolques y semirremolques para el transporte de mercancÃ‚Â¿as.  -Los demÃ‚Â¿s remolques y semirremolques para el transporte de mercancÃ‚Â¿as.     --Cisternas.""";;;;;;;;;;;;;;;;;;;;;;;;
